date,prices,market_caps,total_volumes
2018-07-28,0.0055201394283363,0.0,99541.95433410512
2018-07-29,0.0052807017772635,0.0,17664.621216909363
2018-07-30,0.0050806747853164,0.0,11233.906090989763
2018-07-31,0.0057458451331142,0.0,43148.5066686394
2018-08-01,0.0045862159256746,0.0,14926.587332791903
2018-08-02,0.005135586919818,0.0,6757.359295748285
2018-08-03,0.0051437722935046,0.0,59584.6029189094
2018-08-04,0.00471001922678,0.0,7373.360828812784
2018-08-05,0.0041001271955722,0.0,21231.28842103874
2018-08-06,0.0059135514938023,0.0,144050.1309556375
2018-08-07,0.0054876229918621,0.0,76177.66555431481
2018-08-08,0.0048291255294207,0.0,1104727.4207547612
2018-08-09,0.0041603301280185,0.0,103432.42815604663
2018-08-10,0.0045185861412848,0.0,272785.5819260007
2018-08-11,0.0038371664476073,0.0,8908.342766630582
2018-08-12,0.0031970515844677,0.0,12822.827936344862
2018-08-13,0.0036338421973597,0.0,8557.976134624903
2018-08-14,0.0031288140813018,0.0,7437.599164149983
2018-08-15,0.0023655611119758,0.0,20220.74700949943
2018-08-16,0.0032173859567713,0.0,15857.135565184895
2018-08-17,0.002908698324637,0.0,11733.38724066442
2018-08-18,0.0033287705675401,0.0,19083.404257971542
2018-08-19,0.003073959369652,0.0,18477.987108545425
2018-08-20,0.0031989093541345,0.0,65065.391389278986
2018-08-21,0.0028763797338838,0.0,49328.72589081069
2018-08-22,0.0030611790033191,0.0,22329.245886290704
2018-08-23,0.0025158185855893,0.0,15135.845804729714
2018-08-24,0.0025190848930068,0.0,32123.010334952
2018-08-25,0.0025975914593403,0.0,12947.502223680098
2018-08-26,0.0025119996991894,0.0,7001.210764896915
2018-08-27,0.0023995523694141,0.0,6385.585311171521
2018-08-28,0.0022876637642041,0.0,12667.12352038863
2018-08-29,0.003014276635208,0.0,43081.080140275815
2018-08-30,0.0028091400562709,0.0,6893.601486564676
2018-08-31,0.0027932729989294,0.0,17579.188862133607
2018-09-01,0.002706607146767,0.0,5033.591602889306
2018-09-02,0.0034084294284178,0.0,59870.54776869721
2018-09-03,0.003028015425854,0.0,65201.35366236005
2018-09-04,0.0028488200858881,0.0,32769.1151943337
2018-09-05,0.0027903047887308,0.0,50770.28364839078
2018-09-06,0.0024824248025507,0.0,25752.00925671016
2018-09-07,0.0024790933861533,11710198.212851493,8909.179157601066
2018-09-08,0.0022948619975331,10812532.174862888,3745.1030685674114
2018-09-09,0.0018552028083959,8740253.783439346,6362.888957617851
2018-09-10,0.0018367378414378,8645351.48874056,1828.157702173664
2018-09-11,0.0018598733797603,8762257.835424265,4217.879986477164
2018-09-12,0.0030909988441041,14562350.929786555,148936.8860455555
2018-09-13,0.0032810663778959,15457799.380928548,123626.7973506619
2018-09-14,0.0028799952341182,14026176.687680744,46209.88755892052
2018-09-15,0.0025080744391046,12160952.195750017,45902.58294324537
2018-09-16,0.0025451842446998,12364790.486769669,89354.3039358346
2018-09-17,0.0027350932099986,13295868.007411664,21292.78352766453
2018-09-18,0.0023462677366818,11406409.289694358,15813.810626660788
2018-09-19,0.0022425738146108,10915243.971203445,50810.58140429344
2018-09-20,0.0020950431027558,10193457.415637242,24163.915579703164
2018-09-21,0.00233975828992,11384122.102218471,18404.25447548789
2018-09-22,0.0022571879407661,10982375.075254036,49013.30736553669
2018-09-23,0.0022279201911801,10839972.48761112,7386.882439573255
2018-09-24,0.0020554291219513,10000715.115555763,14482.679334393382
2018-09-25,0.0020543164897916,9995301.590400117,26668.547141534626
2018-09-26,0.001898810499392,9236337.555571364,18119.368930836063
2018-09-27,0.0019493716126947,9486194.549064292,27656.53706058685
2018-09-28,0.0019625088511842,9546896.984263672,17010.742257788483
2018-09-29,0.0019625285368032,9549240.713593338,11461.482759962277
2018-09-30,0.0020476000062109,9962622.458752235,4288.367214254708
2018-10-01,0.00190535955258,9270492.18508066,1986.917123145812
2018-10-02,0.0018939093841642,9212425.02675549,6048.132125471399
2018-10-03,0.001922213355656,9353276.332388928,10670.884346313089
2018-10-04,0.0020220657643911,9843082.894797048,5753.748224378469
2018-10-05,0.0018046961064817,8782453.672560472,3146.2641519054487
2018-10-06,0.0019252637219605,9367812.520060765,16208.40759421878
2018-10-07,0.0019671704604516,9572358.982213872,2220.506187848865
2018-10-08,0.0020875338633738,10158867.95518389,6567.812072816184
2018-10-09,0.0020778860793642,10104890.819845324,7037.676004431788
2018-10-10,0.0021384180137271,9899422.47815264,2660.839476112638
2018-10-11,0.0019143533720858,9316838.528005589,9075.1612272403
2018-10-12,0.001718588148069,8363414.060915033,10793.6105188878
2018-10-13,0.0017388059416539,8496578.952729367,13108.391731968712
2018-10-14,0.0017628584569123,8614111.041920029,4163.776126547843
2018-10-15,0.0019303814268591,9432701.953266736,16289.503696481186
2018-10-16,0.0019176824088471,9370650.016262632,19154.989012192174
2018-10-17,0.0019763214524335,9637947.1925219,22232.720915816903
2018-10-18,0.0019878142340282,9723283.05771822,24058.38769897032
2018-10-19,0.0018324975049786,9146809.643799365,8455.315712075311
2018-10-20,0.0018797220291481,9486507.552997503,28521.158875160305
2018-10-21,0.0018486966646224,9331887.648455564,716.3976504905852
2018-10-22,0.0018682839665362,9429566.76526633,622.0908413676939
2018-10-23,0.0018847292947219,9512033.579204263,6968.06452689103
2018-10-24,0.0017997113290874,9082956.71059716,4222.84416442904
2018-10-25,0.0018348551682308,9260324.027468808,3361.642973742597
2018-10-26,0.0018224436925978,9198072.660378795,8027.26845599545
2018-10-27,0.0017606698773924,8886359.896287976,3748.506044608143
