date,prices,market_caps,total_volumes
2021-01-04,0.9809307242924163,182908574.12520623,8564947.924914267
2021-01-05,0.9931721216422018,182776687.42729545,19709030.3074799
2021-01-06,1.0040692116884558,186343478.79834616,9316476.43471709
2021-01-07,1.01877743384934,188718319.31735367,4569695.233799178
2021-01-08,1.0054498739809496,184737917.92197707,21327084.786413874
2021-01-09,1.0129743006357996,187409432.87561995,20028034.889370825
2021-01-10,0.996195729978062,184841885.5772077,11990913.474486085
2021-01-11,1.003249334304509,186328684.8729249,17291005.229029033
2021-01-12,1.0144884065313862,187675578.8796392,41000031.43170378
2021-01-13,1.008017606591484,195438405.00982213,29696748.7186236
2021-01-14,0.9907653743674548,191936818.23209703,23325382.301980287
2021-01-15,1.0168648528568156,196616421.956658,21628711.40451591
2021-01-16,1.0058160559456513,195927504.6489665,15400962.238541037
2021-01-17,1.0067385198863223,195924960.9501921,12329756.44281503
2021-01-18,0.977343060054823,189913267.4742558,8190297.6903367005
2021-01-19,1.0117714909480973,196732008.32559115,11745230.179774834
2021-01-20,1.0010745615155834,194769589.52360147,22810950.006319348
2021-01-21,1.01711214088409,200790260.648843,19660767.187361125
2021-01-22,0.997434084201809,205668542.17555267,25625774.957889248
2021-01-23,1.0077678715627894,214725090.5696917,47193100.82254188
2021-01-24,1.010425937669945,224052092.07177,23718893.49652681
2021-01-25,1.0005875438614171,223650264.2284504,12881518.36726956
2021-01-26,0.9994884563935862,247574810.6886,33488992.25388668
2021-01-27,1.0122012295361396,252884503.8073285,55533792.46806938
2021-01-28,0.9999440869032376,257329635.9134274,49975049.87733584
2021-01-29,1.0148893921596354,262359412.01548344,81516214.52915545
2021-01-30,1.0198604335603518,266350104.05521253,60781487.40553502
2021-01-31,1.028497001645067,268897724.4496784,37618317.78504373
2021-02-01,1.0391620960796613,271155215.634817,55874462.22268496
2021-02-02,1.0277952671921853,267992239.6573226,81143598.69269878
2021-02-03,1.0282992792672208,268915556.92887783,95156212.10710724
2021-02-04,1.012545844805867,263074628.15585452,95106100.04483908
2021-02-05,0.995516445933945,259223161.2364764,60080030.6134051
2021-02-06,1.017663034689232,263390001.3388629,64695788.00802616
2021-02-07,1.0026615491335205,260286059.3248464,49969420.42218862
2021-02-08,1.0233170255312265,265615500.7003446,34458095.18577692
2021-02-09,1.022604578493692,273647825.97216153,133376936.20193656
2021-02-10,1.009627513801234,289765659.7391986,110261059.6910574
2021-02-11,1.0040556727538783,306966763.4330636,72555486.96635358
2021-02-12,0.9975753897304794,331462870.8974912,42336383.97581489
2021-02-13,1.0041697631274638,365122479.8682848,61517468.0254629
2021-02-14,0.9959566077668176,396505375.0777917,36684906.10864539
2021-02-15,0.9985595623851764,422549668.5102651,35655808.083156124
2021-02-16,0.989219922127099,438016348.888616,47493977.06904282
2021-02-17,0.999851076067216,461443490.5075932,79019540.31126769
2021-02-18,1.0011648504447883,484715025.97421706,65800875.094185375
2021-02-19,1.0028592322839545,501750520.4494404,62215488.03636912
2021-02-20,1.0107289649879936,521546592.4319556,48885597.49654931
2021-02-21,1.007130772856911,538886197.6212016,104985591.6856227
2021-02-22,1.0053595542393907,560260122.31005,72916914.4341153
2021-02-23,1.009002727015046,586177310.8680123,123241401.93446368
2021-02-24,1.0088888683677004,591479770.1906992,136348403.05441022
2021-02-25,1.0070380926577394,609048879.2648288,80689703.39605024
2021-02-26,0.9950611052440456,628633240.8787793,76535442.41866463
2021-02-27,1.0036771935441595,656411129.5629932,65499187.3312114
2021-02-28,1.0011104481818718,674569399.9735565,32388020.83085493
2021-03-01,0.9957140048273182,692211929.4620826,43765048.693056926
2021-03-02,1.0036888748902373,707076386.7935135,64188584.73769203
2021-03-03,1.019717832012135,719032690.7010751,54977742.13135809
2021-03-04,0.9978871326888702,725186555.2278433,75532962.68098511
2021-03-05,0.9999183532955076,748242160.1630607,84685182.3414823
2021-03-06,1.0057245168718998,766350468.8413402,94549665.83721542
2021-03-07,1.0034329807401352,774838573.474066,55196314.23356404
2021-03-08,1.0069360126580735,786020202.253029,47014449.65819404
2021-03-09,1.0122736897699784,805533802.8122618,84007341.04226242
2021-03-10,1.0031314193407248,832898278.9219853,106565772.18044926
2021-03-11,1.0005741800783088,866999030.7469753,97164110.99378748
2021-03-12,1.0024448544849986,904563978.7686276,64043434.95978266
2021-03-13,1.008979372784807,961849044.299028,104690827.11107808
2021-03-14,1.0117088361166338,1006013913.6777875,63555029.46287564
2021-03-15,0.994136916652032,1026406078.151378,73272678.80418779
2021-03-16,0.9953351909306494,1065669555.740818,130732151.4315248
2021-03-17,1.0152930772163415,1136234636.9097028,160638478.71961603
2021-03-18,1.0067289251115088,1189864975.526729,232044410.01230896
2021-03-19,1.0038473052464951,1246903328.7162304,96133151.15256508
2021-03-20,1.0052370470860037,1284421583.8244777,152520214.07471552
2021-03-21,0.997084096715132,1303211668.206262,45612709.30470856
2021-03-22,0.9987340946507072,1335453603.0558825,66466488.89661551
2021-03-23,0.999084601042436,1368166973.950042,100565582.31396534
2021-03-24,1.003683566348916,1397152653.3132808,103555800.02205908
2021-03-25,1.0046305125264232,1423201063.9326618,110643917.79603171
2021-03-26,1.0011906519032074,1438220373.214821,93935630.21336636
2021-03-27,1.0068449898698792,1486848213.0369298,106690271.1246947
2021-03-28,0.9980099765279148,1512990094.512172,45584084.789015576
2021-03-29,1.018760951601004,1582514891.7366517,51838115.44224399
2021-03-30,1.0003594428713174,1578659512.7433555,129481634.626162
